date,temperature,humidity,rainfall,canopy_temperature,soil_ec,crop_condition,soil_moisture
2023-01-01,27.483570765056164,80.99033154879004,2.6137023652531557,29.629826391538565,1.1506994382343827,1,
2023-01-02,24.308678494144075,73.86950524369153,0.3414469028677538,21.736945510275852,1.2636280059222524,0,
2023-01-03,28.23844269050346,60.89445554880261,2.1448499864969035,28.519183345598535,0.9019923901254148,1,
2023-01-04,32.61514928204013,50.295948334416394,0.5882795243903626,34.21736396042361,0.8952363519030064,2,
2023-01-05,23.82923312638332,70.47334970420386,8.257428550377401,25.19690215902833,0.7834372338506366,1,
2023-01-06,23.8293152152541,65.90228078132624,14.752649925309992,30.215382543215092,0.719918668648887,1,
2023-01-07,32.896064077536955,73.42789830041599,0.3753231686622788,34.59566412667277,0.8348151923338561,2,
2023-01-08,28.837173645764544,69.52757702522955,15.518281170343428,27.829064452080523,1.2478387520412386,0,
2023-01-09,22.65262807032524,75.74329072979003,3.6967577469438058,23.461699576147097,0.9321637453524348,0,
2023-01-10,27.712800217929825,51.97147182659148,1.7802733813930105,25.16030755099692,1.354084339269329,0,
2023-01-11,22.682911535937688,79.76091098451488,0.3998831236978604,23.52171203734417,1.2104141246257685,0,
2023-01-12,22.671351232148716,62.96399407038599,3.471982483856968,22.0052391181472,0.6094487359685838,2,
2023-01-13,26.20981135783017,91.12891308937898,7.9119244509880895,29.040591908950493,1.396492675266507,1,
2023-01-14,15.43359877671101,49.66218272865648,6.139389288918249,15.33451822751994,1.4432395936775129,0,
2023-01-15,16.375410837434835,86.03945704747875,0.2576561474802323,17.14187900584434,0.901841197549544,0,
2023-01-16,22.188562353795135,62.96866175193972,0.3784791202912624,21.91744667098633,1.3260574628684971,0,
2023-01-17,19.93584439832788,50.22872994578327,2.5781296560804385,24.413547102034546,0.9430505287772404,0,
2023-01-18,26.571236662976368,52.741712489185176,1.749848046900245,26.928751130740544,1.2293011130245006,0,
2023-01-19,20.459879622393945,55.1947903770852,1.3223304586627975,25.12499370935235,0.8206504779135102,1,
2023-01-20,17.938481493323543,66.36248919602875,1.649500892277558,20.566785017560075,0.6620680642396269,2,
2023-01-21,32.32824384460777,67.8425323205325,8.13502515578358,34.29237729927854,1.085154843116109,2,
2023-01-22,23.871118497567323,51.394499940921314,13.24146297271714,25.608584792202365,1.162881316117549,0,
2023-01-23,25.33764102343962,59.634681116085254,2.596832420887668,27.12523561987212,1.0806960919156188,0,
2023-01-24,17.87625906893272,92.13405537917797,11.82821034121445,15.020913910241498,0.8447908325332321,1,
2023-01-25,22.278086377374088,85.91314755151066,1.9393223202862475,22.720319589072577,1.0800302813606588,0,
2023-01-26,25.55461294854933,66.54485504511048,3.235489429947621,28.244928890917972,1.28078842577422,1,
2023-01-27,19.245032112888488,60.570052172523006,1.2811043548639431,20.147237745940277,1.1865320909632389,0,
2023-01-28,26.87849009172836,61.80046990077392,5.114872309857724,25.06811039812121,1.254750309179764,0,
2023-01-29,21.996806550405974,69.20276959095625,19.31166983988161,22.891997649251035,0.99896543986373,0,
2023-01-30,23.541531251033614,44.65811152202392,4.62530912905048,27.9497422835446,1.5515153744148478,1,
2023-01-31,21.991466938853016,56.139351938649824,2.214387143033421,25.485250369922458,0.8471479990335657,1,
2023-02-01,34.26139092254469,34.97123889183616,5.218028092377419,35.13738290381263,1.3462680891260157,2,
2023-02-02,24.93251387631033,65.98834683907918,0.6557892212615534,27.835412430426505,1.5545673278879883,1,
2023-02-03,19.711445355220494,69.70793909554112,10.975792178331533,19.978431314484393,1.3442724278246685,0,
2023-02-04,29.112724560515943,52.75220306550939,3.496670911016173,26.704981386862507,1.139242731880551,0,
2023-02-05,18.895781750144888,83.6098014493505,2.983277059530509,18.04684977388578,1.0415108860011062,0,
2023-02-06,26.044317975023777,41.61351505496488,4.407813802699802,30.17009551204017,1.510826295313877,1,
2023-02-07,15.201649380601122,38.0343767968527,4.901265265759135,15.653663216942514,0.773107522421498,1,
2023-02-08,18.359069755507846,63.36677727839958,0.3724099362783248,18.87230179675781,0.9089627218861068,0,
2023-02-09,25.984306179345616,75.70647453918232,5.7382336476219,26.384629786795855,1.0807326703524835,0,
2023-02-10,28.692332899977053,85.25891537186803,1.3849088294575522,33.50060607912307,1.5712961272535997,2,
2023-02-11,25.85684140594985,53.1167360569659,6.2579893063476675,30.108759236673976,1.3139302908122688,1,
2023-02-12,24.421758588058797,76.18021250146944,8.644903569908596,29.859319054955066,0.9095862724469264,1,
2023-02-13,23.494481522053555,59.422372957489394,8.147144729977397,24.17639110125345,1.1069076883845288,0,
2023-02-14,17.607390048162863,57.41059050088771,4.020404515374513,19.19863902565705,1.0157030567711116,0,
2023-02-15,21.400778958026457,73.25489906230008,3.671615900233151,19.367493859184876,0.9870633023299394,0,
2023-02-16,22.696806145201062,69.78484317620129,0.7708631748212545,26.650674997437612,1.4936668675670337,0,
2023-02-17,30.285611131094576,36.35411764523626,7.465972538187141,28.950052028558705,0.7884770612209483,1,
2023-02-18,26.71809144784231,82.14810524588844,1.5832163455430326,28.151642575367568,1.682634256720312,1,
2023-02-19,16.18479922318633,80.70137031221176,3.432798854498613,14.990194167920643,1.448468907055387,0,
2023-02-20,26.620419846973977,50.61655947735706,1.6722899833187106,26.44268619349658,1.5272585011811093,1,
2023-02-21,23.074588597918417,65.93705300156114,0.718360974536481,22.400063735819018,1.0611181463924224,0,
2023-02-22,21.615389998470206,67.41045279424108,4.965287867379612,21.39963947711857,1.1550177842762672,0,
2023-02-23,28.05838144420434,63.91010648735861,0.2793187986295818,27.980136037906384,0.7700544556425863,1,
2023-02-24,30.15499761247975,51.7454226923187,6.904449639590402,30.0584600226296,1.0426012778799592,1,
2023-02-25,29.65640059558099,49.92564948092922,1.9105996627694828,32.323068419141606,1.3480964542929452,2,
2023-02-26,20.803912383886807,59.61668893512832,0.0006735103820133,19.59418679776177,1.5888189185344188,1,
2023-02-27,23.453938120743928,77.59093528889048,3.5782845640222263,24.89502097477166,0.8678529549592644,1,
2023-02-28,26.65631715701782,68.15400231891648,0.2399249618062608,30.09223546162894,1.0903482189044202,1,
2023-03-01,29.877725635611796,54.44078501870841,1.6159905495488984,29.851332906585004,1.154610233930243,1,
2023-03-02,22.60412881077355,71.57548065972517,6.137512127966616,22.168291029278347,0.7812632393422545,1,
2023-03-03,24.071705116680914,17.27186069054887,0.3237040232941339,24.61065586632041,1.37740477252752,0,
2023-03-04,19.46832512996986,77.23148550558156,9.142277821073932,22.82777554669128,0.9828029004772172,0,
2023-03-05,19.018966879596647,33.904293318328506,0.0191361859819802,20.407182141503363,1.141382894646893,0,
2023-03-06,29.062629111970992,54.563385878953014,1.4172808654574776,29.000200522755794,1.0644151884264366,1,
2023-03-07,31.78120014285411,43.20495158060784,6.752784231555521,33.74895344523019,0.9631984482840976,2,
2023-03-08,24.63994939209833,40.57977786418641,1.9009619755987488,23.435365092425485,1.1978865043558335,0,
2023-03-09,30.01766448946012,77.41240181067779,0.5373269137189676,32.380383510346014,1.1353171264295931,2,
2023-03-10,26.80818012523817,52.98448198032163,2.23326333782404,28.625394740641703,1.0884426353164005,1,
2023-03-11,21.77440122697438,65.19755822596073,1.57624819244378,22.158784284696612,0.9814615134958972,0,
2023-03-12,26.80697802754207,59.29619131681224,9.248380685685143,26.12980643064761,1.295857401234887,0,
2023-03-13,32.690182832329846,67.15561240834683,1.8796377264691988,31.916820987762932,1.696085180547685,1,
2023-03-14,24.820869804450243,61.15232836590383,7.777885788656754,26.890504477142063,1.241966169851738,0,
2023-03-15,32.82321827907003,40.755116637171454,11.122204538520142,36.28117928404816,1.4988354644733386,2,
2023-03-16,11.901274479551278,74.94400229170711,2.8441933627164815,11.626658985493687,0.7829334224539612,1,
2023-03-17,29.10951252187612,52.593651252580315,12.036570365805982,31.02628592897909,1.2473284317881308,1,
2023-03-18,25.435235341190857,36.651271520103734,2.3685970527975804,22.26118130398672,0.87078950430868,1,
2023-03-19,23.504963247670663,53.578272585511314,16.63208476084358,23.335727786356266,0.7569225217404296,1,
2023-03-20,25.45880388267751,82.51139685951466,0.4676512090618075,26.396686016935707,0.9781885777622892,0,
2023-03-21,15.062155426995536,72.7533261317024,5.808068223299942,14.24278859303187,1.557569800324072,1,
2023-03-22,23.90164056081244,54.77021798388211,3.404255841155766,23.02862781123325,1.4850047486008937,0,
2023-03-23,26.78556285755873,54.76113443522357,2.4522465688125656,26.450003744620957,1.27290141661632,0,
2023-03-24,32.38947022370758,55.17547423173926,5.008043337026638,33.97385568036033,0.7401898320330207,2,
2023-03-25,22.40864890863176,91.15121975341262,6.084565713175621,23.03399087181901,1.141115804583619,0,
2023-03-26,20.95753198553406,65.7290317834733,0.021864082458732,17.481069518884116,1.2905100026705203,0,
2023-03-27,22.49121478207732,66.45062470786604,0.913326611856045,19.249814476807185,1.2526608688735794,0,
2023-03-28,29.57701058851037,75.45425181047763,6.242167656343332,29.36328023279602,0.6468619249557762,2,
2023-03-29,26.643755548298422,63.581837385397705,5.488844425837361,28.559128720405525,0.9329046455940384,1,
2023-03-30,22.351198981164806,56.11436781268945,16.913964705202705,17.856189295714337,1.180776670755385,0,
2023-03-31,27.56633716556678,57.05475226372533,7.157249288783703,27.56687681326352,1.3608872728551569,0,
2023-04-01,25.4853877467402,58.92598110878904,15.056535441884396,25.432892033705357,0.541161653670016,2,
2023-04-02,29.84322495266445,59.44166645235238,6.062386014385437,33.61990050908134,1.1513628073560425,2,
2023-04-03,21.489734530613237,70.9144431545547,1.7694812450163242,21.71969090718751,1.2429146309636856,0,
2023-04-04,23.36168926701116,60.77918828710949,0.5566968910601795,25.127667236493014,1.454883596554864,0,
2023-04-05,23.039459234339212,70.98960115823368,7.612262880572404,24.321973514514134,1.407857275271231,0,
2023-04-06,17.682425259339407,58.78925129837126,5.166218987260125,14.421292299725009,1.3747713956426415,0,
2023-04-07,26.48060138532288,61.17952785474136,0.2469282722577099,29.017015818586355,0.9600178479894196,1,
2023-04-08,26.305276360899448,30.026989732018382,2.231829793538785,27.736069371812025,0.6275993588630077,2,
2023-04-09,25.025567283212304,73.74491512053723,15.709552562720573,27.042104562561484,1.0820841728815798,0,
2023-04-10,23.827064333124262,65.19732713846989,3.4697489699417523,32.67953974599692,1.500489547562568,2,
2023-04-11,17.92314628974793,74.97015164789478,2.8345918753627455,14.754920410750753,1.6180363582573294,1,
2023-04-12,22.896773386173205,16.556169327094658,3.0596759852499944,27.346166685695422,1.4131647306893356,0,
2023-04-13,23.286427417366152,91.32562057171091,1.1715452962629789,23.71153237856544,1.3288022468405205,0,
2023-04-14,20.988613653891903,57.90615557767239,2.2999272627958507,22.563271462697923,1.3138918945157896,0,
2023-04-15,24.193571441669953,76.62274225106275,2.308695422260187,25.102546951067467,1.033164375971766,0,
2023-04-16,27.020254284072692,44.401411093117034,0.268876703680489,27.171781617276604,1.160981911933914,0,
2023-04-17,34.43092950605265,69.19160857593855,7.295779858065249,34.29126364957513,1.7007208577478994,2,
2023-04-18,25.872889064159196,44.19876655239515,2.693592113318849,27.531906535305215,0.9172325982624372,0,
2023-04-19,26.28775195361382,50.64346558956292,8.63491419891449,24.25340456027046,1.6844336372129554,1,
2023-04-20,24.627770421169163,88.71047030800179,9.497213438694288,27.128928756212694,1.1033915536523824,0,
2023-04-21,15.406143923504793,57.1397639885498,1.1912482217703124,15.573755113734284,1.5976296327285235,1,
2023-04-22,24.867430622753915,63.26149309769584,5.355279617356548,23.6072919446732,0.7779554971507385,1,
2023-04-23,25.301151049705133,73.05101596033131,3.195964288803716,25.401125333713505,1.3757712603493948,0,
2023-04-24,37.316210562426434,67.43522831958907,10.6078526965118,40.83050899615158,0.9789689592157134,2,
2023-04-25,24.038195176094387,62.256283577153646,1.2150777348314863,23.96752500206194,0.7754198424227436,1,
